Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
Torrey Craig,SF,31,PHO,27,2,20.8,2.7,5.9,0.45,1.1,3.6,0.323,1.5,2.4,0.641,0.547,0.4,0.6,0.706,1.0,3.3,4.3,1.2,0.8,0.6,1.0,2.1,6.9,5121951.0
Jae Crowder,PF,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,10183800.0
Cade Cunningham,SG,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,10552800.0
Seth Curry,SG,31,TOT,64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15.0,8496653.0
Seth Curry,SG,31,PHI,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0,8496653.0
Seth Curry,SG,31,BRK,19,19,29.9,5.5,11.1,0.493,3.1,6.5,0.468,2.4,4.6,0.529,0.63,0.9,1.1,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,14.9,8496653.0
Stephen Curry,PG,33,GSW,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,48070014.0
Anthony Davis,C,28,LAL,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,37980720.0
Terence Davis,SG,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5.0,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,4000000.0
Dewayne Dedmon,C,32,MIA,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,7566667.0
Dewayne Dedmon,C,32,MIA,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,7566667.0
DeMar DeRozan,PF,32,CHI,76,76,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,27300000.0
Hamidou Diallo,SG,23,DET,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0,5200000.0
Gorgui Dieng,C,32,ATL,44,3,8.4,1.2,2.5,0.473,0.7,1.5,0.426,0.5,1.0,0.545,0.603,0.4,0.6,0.731,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5,1836090.0
Spencer Dinwiddie,PG-SG,28,TOT,67,51,29.6,4.6,11.0,0.416,1.7,4.9,0.339,2.9,6.0,0.479,0.493,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,20171427.0
Spencer Dinwiddie,PG,28,WAS,44,44,30.2,4.2,11.2,0.376,1.6,5.1,0.31,2.6,6.0,0.432,0.447,2.6,3.3,0.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6,20171427.0
Spencer Dinwiddie,SG,28,DAL,23,7,28.3,5.3,10.6,0.498,1.8,4.5,0.404,3.4,6.0,0.568,0.584,3.4,4.7,0.725,0.4,2.7,3.1,3.9,0.7,0.3,1.3,1.9,15.8,20171427.0
Donte DiVincenzo,SG,25,TOT,42,1,24.0,2.8,8.0,0.351,1.8,5.2,0.339,1.0,2.8,0.373,0.461,1.7,2.0,0.843,1.0,3.1,4.0,2.8,1.1,0.2,1.7,1.6,9.0,4500000.0
Donte DiVincenzo,SG,25,MIL,17,0,20.1,2.3,6.9,0.331,1.2,4.4,0.284,1.1,2.6,0.409,0.419,1.4,1.6,0.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2,4500000.0
Donte DiVincenzo,SG,25,SAC,25,1,26.6,3.2,8.7,0.362,2.1,5.8,0.368,1.0,3.0,0.351,0.484,1.9,2.2,0.839,0.9,3.5,4.4,3.6,1.5,0.2,1.8,1.7,10.3,4500000.0
Luguentz Dort,SG,22,OKC,51,51,32.6,5.7,14.2,0.404,2.5,7.7,0.332,3.2,6.6,0.487,0.493,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,15277778.0
Ayo Dosunmu,SG,22,CHI,77,40,27.4,3.6,6.9,0.52,0.9,2.4,0.376,2.7,4.5,0.596,0.585,0.7,1.0,0.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,1563518.0
Andre Drummond,C,28,TOT,73,36,19.7,3.4,5.9,0.57,0.0,0.0,0.0,3.4,5.9,0.574,0.57,1.2,2.2,0.524,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,3200000.0
Andre Drummond,C,28,PHI,49,12,18.4,2.6,4.9,0.538,0.0,0.0,0.0,2.6,4.8,0.542,0.538,0.9,1.7,0.512,2.8,6.1,8.8,2.0,1.1,0.9,1.6,2.5,6.1,3200000.0
Andre Drummond,C,28,BRK,24,24,22.3,5.0,8.1,0.61,0.0,0.0,0.0,5.0,8.1,0.613,0.61,1.8,3.4,0.537,3.9,6.4,10.3,1.4,0.9,1.0,1.5,3.0,11.8,3200000.0
Chris Duarte,SG,24,IND,55,39,28.0,4.9,11.3,0.432,1.7,4.6,0.369,3.2,6.7,0.475,0.507,1.6,2.0,0.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1,3936960.0
Kevin Durant,PF,33,BRK,55,55,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,44119845.0
Anthony Edwards,SG,20,MIN,72,72,34.3,7.6,17.3,0.441,3.0,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,10733400.0
Kessler Edwards,SF,21,BRK,48,23,20.6,2.3,5.6,0.412,1.0,2.8,0.353,1.3,2.7,0.473,0.502,0.3,0.4,0.842,0.9,2.7,3.6,0.6,0.6,0.5,0.9,1.8,5.9,1637966.0
Joel Embiid,C,27,PHI,68,68,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,33616770.0
Drew Eubanks,C,24,TOT,71,31,17.5,3.1,5.2,0.596,0.1,0.3,0.217,3.0,4.9,0.621,0.602,1.4,1.8,0.762,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7,1836090.0
Drew Eubanks,C,24,SAS,49,9,12.1,1.7,3.2,0.528,0.0,0.2,0.125,1.7,3.1,0.55,0.531,1.2,1.6,0.747,1.3,2.7,4.0,1.0,0.3,0.6,0.9,1.2,4.7,1836090.0
Drew Eubanks,C,24,POR,22,22,29.5,6.2,9.6,0.646,0.2,0.7,0.267,6.0,9.0,0.675,0.656,1.8,2.3,0.784,3.0,5.5,8.5,1.6,0.8,0.5,1.6,2.8,14.5,1836090.0
Derrick Favors,C,30,OKC,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,10183800.0
Bruno Fernando,C,23,TOT,30,0,5.1,1.2,1.8,0.655,0.0,0.1,0.5,1.2,1.8,0.66,0.664,0.5,0.8,0.625,0.6,1.2,1.8,0.2,0.0,0.4,0.5,0.8,2.9,2717391.0
Bruno Fernando,C,23,BOS,20,0,2.9,0.4,0.7,0.5,0.1,0.1,1.0,0.3,0.7,0.462,0.536,0.2,0.3,0.8,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0,2717391.0
Bruno Fernando,C,23,HOU,10,0,9.4,2.9,4.1,0.707,0.0,0.1,0.0,2.9,4.0,0.725,0.707,1.1,1.9,0.579,1.1,2.9,4.0,0.3,0.1,0.8,0.9,1.8,6.9,2717391.0
Dorian Finney-Smith,PF,28,DAL,80,80,33.1,4.1,8.7,0.471,2.2,5.4,0.395,1.9,3.2,0.599,0.595,0.7,1.0,0.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0,12402000.0
Malik Fitts,PF,24,TOT,15,0,4.2,0.5,1.3,0.421,0.3,0.7,0.5,0.2,0.6,0.333,0.553,0.0,0.0,0.7598213552361397,0.1,1.0,1.1,0.3,0.0,0.0,0.1,0.3,1.4,555217.0
Malik Fitts,PF,24,UTA,7,0,5.0,0.3,1.3,0.222,0.3,0.6,0.5,0.0,0.7,0.0,0.333,0.0,0.0,0.7598213552361397,0.0,1.4,1.4,0.0,0.0,0.0,0.3,0.4,0.9,555217.0
Malik Fitts,PF,24,BOS,8,0,3.5,0.8,1.3,0.6,0.4,0.8,0.5,0.4,0.5,0.75,0.75,0.0,0.0,0.7598213552361397,0.3,0.6,0.9,0.6,0.0,0.0,0.0,0.1,1.9,555217.0
Malachi Flynn,PG,23,TOR,44,5,12.2,1.6,4.2,0.393,0.7,2.0,0.333,1.0,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.0,4.3,2145720.0
Bryn Forbes,SG,28,TOT,75,2,17.1,3.1,7.2,0.429,1.6,3.9,0.414,1.5,3.3,0.447,0.542,1.1,1.2,0.908,0.1,1.1,1.2,1.0,0.3,0.1,0.7,1.3,8.8,1836090.0
Bryn Forbes,SG,28,SAS,40,1,16.9,3.2,7.4,0.432,1.6,3.8,0.417,1.6,3.6,0.448,0.539,1.1,1.2,0.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1,1836090.0
Bryn Forbes,SG,28,DEN,35,1,17.4,2.9,6.9,0.424,1.7,4.1,0.41,1.3,2.8,0.444,0.545,1.0,1.1,0.921,0.2,0.7,0.9,1.0,0.2,0.1,0.7,1.5,8.6,1836090.0
Evan Fournier,SG,29,NYK,80,80,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,18000000.0
De'Aaron Fox,PG,24,SAC,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,30351780.0
Markelle Fultz,PG,23,ORL,18,3,20.0,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,16500000.0
Wenyen Gabriel,PF,24,TOT,26,5,13.8,2.1,4.2,0.491,0.3,1.1,0.286,1.8,3.2,0.561,0.527,1.0,1.6,0.595,1.5,2.2,3.7,0.5,0.2,0.4,0.6,2.6,5.4,1878720.0
Wenyen Gabriel,PF,24,BRK,1,0,1.0,0.0,0.0,0.4665239043824701,0.0,0.0,0.3291231732776618,0.0,0.0,0.5331104417670682,0.5354163346613547,0.0,0.0,0.7598213552361397,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1878720.0
Wenyen Gabriel,PF,24,LAC,6,0,7.7,0.8,2.2,0.385,0.3,0.8,0.4,0.5,1.3,0.375,0.462,0.3,0.7,0.5,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3,1878720.0
Wenyen Gabriel,PF,24,LAL,19,5,16.4,2.6,5.1,0.505,0.3,1.2,0.261,2.3,3.9,0.581,0.536,1.2,2.0,0.605,1.8,2.5,4.3,0.6,0.2,0.5,0.7,3.0,6.7,1878720.0
Daniel Gafford,C,23,WAS,72,53,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,1930681.0
Danilo Gallinari,PF,33,ATL,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,16907880.0
Danilo Gallinari,PF,33,ATL,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,16907880.0
Darius Garland,PG,22,CLE,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,8920795.0
Usman Garuba,PF,19,HOU,24,2,10.0,0.8,1.8,0.432,0.2,0.8,0.25,0.6,1.0,0.583,0.489,0.2,0.3,0.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2.0,2471160.0
Rudy Gay,PF,35,UTA,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,0.507,1.1,1.4,0.785,1.0,3.4,4.4,1.0,0.5,0.3,0.9,1.7,8.1,6184500.0
Paul George,PF,31,LAC,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,42492492.0
Taj Gibson,C,36,NYK,52,4,18.2,1.7,3.2,0.518,0.3,0.7,0.395,1.4,2.5,0.555,0.563,0.8,1.0,0.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4,1836090.0
Josh Giddey,SF,19,OKC,54,54,31.5,5.2,12.4,0.419,1.0,3.9,0.263,4.2,8.5,0.492,0.461,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,6287400.0
Shai Gilgeous-Alexander,PG,23,OKC,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,30913750.0
Anthony Gill,PF,29,WAS,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,1836090.0
Rudy Gobert,C,29,UTA,66,66,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,38172414.0
Aaron Gordon,PF,26,DEN,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,19690909.0
Eric Gordon,SG,33,HOU,57,46,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4,19568360.0
Devonte' Graham,PG,26,NOP,76,63,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.3,0.413,0.481,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9,11550000.0
Jerami Grant,PF,27,DET,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,20955000.0
Danny Green,SF,34,PHI,62,28,21.8,2.0,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9,10000000.0
Draymond Green,PF,31,GSW,46,44,28.9,2.9,5.6,0.525,0.3,1.2,0.296,2.6,4.4,0.586,0.556,1.3,2.0,0.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5,25806468.0
Jalen Green,SG,19,HOU,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,9441840.0
JaMychal Green,PF,31,DEN,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,10036090.0
JaMychal Green,PF,31,DEN,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,10036090.0
Javonte Green,SF,28,CHI,65,45,23.4,2.7,5.0,0.542,0.6,1.6,0.356,2.2,3.4,0.625,0.597,1.2,1.5,0.833,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,1815677.0
Jeff Green,PF,35,DEN,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3.0,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3,4500000.0
Josh Green,SG,21,DAL,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8,3098400.0
Blake Griffin,C,32,BRK,56,24,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3.0,0.565,0.486,1.0,1.4,0.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4,1836090.0
Quentin Grimes,SG,21,NYK,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,2277000.0
Rui Hachimura,PF,23,WAS,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,6263188.0
Tyrese Haliburton,SG-PG,21,TOT,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,4215120.0
Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2.0,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2.0,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,4215120.0
Tyrese Haliburton,PG,21,IND,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4.0,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,4215120.0
R.J. Hampton,SG,20,ORL,64,14,21.9,2.7,7.1,0.383,1.0,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,2412840.0
Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,19602273.0
James Harden,PG,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,33000000.0
James Harden,PG,32,BRK,44,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,33000000.0
James Harden,PG,32,PHI,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,33000000.0
Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,4564980.0
Montrezl Harrell,C,28,TOT,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,2463490.0
Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8.0,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,2463490.0
Montrezl Harrell,C,28,CHO,25,0,21.0,4.4,6.9,0.645,0.0,0.1,0.0,4.4,6.8,0.653,0.645,2.5,3.6,0.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0,11.4,2463490.0
Gary Harris,SG,27,ORL,61,30,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,13000000.0
Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,18642857.0
Tobias Harris,PF,29,PHI,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,37633050.0
Josh Hart,SG,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,12960000.0
Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1.0,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,12960000.0
Josh Hart,SG,26,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,12960000.0
Isaiah Hartenstein,C,23,LAC,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,7804879.0
Udonis Haslem,C,41,MIA,13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1.0,2.1,0.481,0.468,0.2,0.2,1.0,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,1836090.0
Sam Hauser,SF,24,BOS,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,0.7598213552361397,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,1637966.0
